,minutes,min_per_fga,min_per_fg3a,min_per_fta,min_per_orb,min_per_drb,min_per_ast,min_per_stl,min_per_blk,min_per_tov,min_per_pf
16756,25.216666666666665,3.152083333333333,8.405555555555555,25.216666666666665,25.216666666666665,12.608333333333333,16.86321684587814,19.353942652329753,21.306517094017103,20.65859788359789,13.474246913580242
16757,13.116666666666667,3.279166666666667,4.372222222222223,13.116666666666667,18.55555555555555,4.372222222222223,6.558333333333334,13.116666666666667,17.928968253968254,6.558333333333334,3.279166666666667
16758,34.916666666666664,3.174242424242424,4.364583333333333,17.458333333333332,34.916666666666664,3.4916666666666663,11.638888888888888,17.458333333333332,34.916666666666664,34.916666666666664,34.916666666666664
16759,30.833333333333332,1.5416666666666665,2.371794871794872,4.404761904761904,30.833333333333332,10.277777777777777,4.404761904761904,30.833333333333332,24.491666666666667,15.416666666666666,15.416666666666666
16760,22.75,11.375,22.75,12.069444444444445,7.583333333333333,7.583333333333333,7.583333333333333,22.75,22.75,11.375,7.583333333333333
16761,12.666666666666666,2.111111111111111,17.766666666666666,4.1498366013071895,6.333333333333333,6.333333333333333,6.333333333333333,12.002777777777778,9.67579365079365,12.666666666666666,4.222222222222222
16762,39.5,3.95,9.875,7.9,27.02201646090535,9.875,7.9,13.166666666666666,39.5,20.57645833333333,19.75
16763,39.0,2.6,4.333333333333333,39.0,30.856388888888894,9.75,13.0,31.97579365079365,29.46759259259259,13.0,9.75
16764,37.53333333333333,1.6318840579710143,2.502222222222222,6.2555555555555555,37.53333333333333,12.511111111111111,4.691666666666666,37.53333333333333,37.53333333333333,12.511111111111111,18.766666666666666
16765,35.15,4.39375,31.8,4.39375,11.716666666666667,2.5107142857142857,21.395660358160363,35.15,8.7875,17.575,35.15
16766,32.833333333333336,2.3452380952380953,5.472222222222222,32.833333333333336,23.376136363636363,5.472222222222222,16.416666666666668,25.642200854700857,27.174479166666668,8.208333333333334,10.944444444444445
16767,33.1,3.0090909090909093,4.728571428571429,33.1,33.1,11.033333333333333,16.293342911877392,8.275,21.89666666666667,19.215,8.275
16768,10.466666666666667,5.643154761904761,25.375,11.738571428571428,8.952651515151516,5.233333333333333,10.466666666666667,11.3,18.51,10.466666666666667,2.6166666666666667
16769,7.35,3.675,7.35,6.741666666666666,9.187373737373738,3.675,9.995000000000001,8.161111111111111,12.726666666666668,7.35,7.35
16770,5.066666666666666,2.533333333333333,11.882537037037034,9.98977272727273,16.5516081871345,7.047725694444443,5.066666666666666,17.567391304347826,16.15357142857143,13.55577777777778,5.066666666666666
16771,35.833333333333336,3.5833333333333335,17.916666666666668,11.406673319557934,17.916666666666668,35.833333333333336,17.916666666666668,11.944444444444445,35.833333333333336,19.95763605442177,11.944444444444445
16772,35.266666666666666,2.0745098039215684,3.9185185185185185,17.633333333333333,17.633333333333333,7.053333333333333,3.206060606060606,17.633333333333333,35.266666666666666,35.266666666666666,35.266666666666666
16773,35.18333333333333,2.706410256410256,5.863888888888888,17.591666666666665,35.18333333333333,5.863888888888888,17.591666666666665,28.339351851851855,30.779166666666672,17.591666666666665,35.18333333333333
16774,32.8,2.1866666666666665,4.685714285714285,16.4,16.4,6.56,18.972210464432685,32.8,25.450980392156865,16.4,32.8
16775,22.266666666666666,2.474074074074074,22.266666666666666,9.192545469576718,5.566666666666666,3.711111111111111,11.133333333333333,19.039781746031746,22.266666666666666,22.266666666666666,22.266666666666666
16776,28.533333333333335,2.8533333333333335,7.133333333333334,4.7555555555555555,21.650000000000002,9.511111111111111,28.533333333333335,9.511111111111111,22.292261904761904,9.511111111111111,15.08258807588076
16777,19.533333333333335,2.7904761904761908,6.511111111111112,8.769047619047619,19.533333333333335,9.79810606060606,14.239772727272726,19.533333333333335,17.436666666666667,19.533333333333335,6.511111111111112
16778,16.75,5.583333333333333,5.583333333333333,8.375,15.382142857142856,5.583333333333333,18.654166666666665,18.96666666666667,10.6625,13.972685185185185,5.583333333333333
16779,13.833333333333334,3.4583333333333335,13.833333333333334,6.375555555555556,13.833333333333334,4.611111111111112,13.833333333333334,16.101041666666667,14.785714285714286,9.952850877192981,6.916666666666667
16780,38.8,2.9846153846153842,19.4,11.523230994152044,12.933333333333332,4.311111111111111,7.76,21.218654970760237,23.531159420289857,12.933333333333332,9.7
16781,33.75,6.75,6.75,15.237037037037036,28.09583333333333,16.875,8.4375,33.75,29.329487179487177,23.089814814814815,11.25
16782,28.366666666666667,2.5787878787878786,4.052380952380952,14.183333333333334,27.579166666666662,28.366666666666667,9.455555555555556,23.659722222222218,26.433333333333334,14.183333333333334,28.366666666666667
16783,23.9,2.3899999999999997,7.966666666666666,7.966666666666666,3.983333333333333,3.983333333333333,23.9,23.9,11.95,5.975,11.95
16784,23.316666666666666,2.5907407407407406,11.658333333333333,23.316666666666666,5.829166666666667,5.829166666666667,23.316666666666666,19.166782407407407,18.189542483660126,7.772222222222222,7.772222222222222
16785,23.183333333333334,3.311904761904762,7.727777777777778,11.591666666666667,11.591666666666667,11.591666666666667,5.795833333333333,23.183333333333334,27.230303030303034,21.634920634920636,16.680109953703703
16786,20.6,1.8727272727272728,3.4333333333333336,5.15,20.6,8.616936542293686,6.866666666666667,20.55416666666667,22.262499999999996,6.866666666666667,6.866666666666667
16787,18.733333333333334,2.341666666666667,6.2444444444444445,12.481423611111111,19.038888888888888,4.683333333333334,20.3031746031746,17.89259259259259,25.480952380952377,17.13527777777778,11.386962962962963
